counter_,time,FD_QPos_freejoint_x,FD_QPos_freejoint_y,FD_QPos_freejoint_z,FD_QPos_freejoint_rw,FD_QPos_freejoint_rx,FD_QPos_freejoint_ry,FD_QPos_freejoint_rz,FD_QPos_lfemurr_w,FD_QPos_lfemurr_x,FD_QPos_lfemurr_y,FD_QPos_lfemurr_z,FD_QPos_ltibiarx,FD_QPos_lfootrz,FD_QPos_lfootrx,FD_QPos_ltoesrx,FD_QPos_rfemurr_w,FD_QPos_rfemurr_x,FD_QPos_rfemurr_y,FD_QPos_rfemurr_z,FD_QPos_rtibiarx,FD_QPos_rfootrz,FD_QPos_rfootrx,FD_QPos_rtoesrx,FD_QPos_lowerbackr_w,FD_QPos_lowerbackr_x,FD_QPos_lowerbackr_y,FD_QPos_lowerbackr_z,FD_QPos_upperbackrz,FD_QPos_upperbackry,FD_QPos_thoraxr_w,FD_QPos_thoraxr_x,FD_QPos_thoraxr_y,FD_QPos_thoraxr_z,FD_QPos_lowerneckr_w,FD_QPos_lowerneckr_x,FD_QPos_lowerneckr_y,FD_QPos_lowerneckr_z,FD_QPos_upperneckr_w,FD_QPos_upperneckr_x,FD_QPos_upperneckr_y,FD_QPos_upperneckr_z,FD_QPos_headr_w,FD_QPos_headr_x,FD_QPos_headr_y,FD_QPos_headr_z,FD_QPos_lclaviclerz,FD_QPos_lclaviclery,FD_QPos_lhumerusr_w,FD_QPos_lhumerusr_x,FD_QPos_lhumerusr_y,FD_QPos_lhumerusr_z,FD_QPos_lradiusrx,FD_QPos_rclaviclerz,FD_QPos_rclaviclery,FD_QPos_rhumerusr_w,FD_QPos_rhumerusr_x,FD_QPos_rhumerusr_y,FD_QPos_rhumerusr_z,FD_QPos_rradiusrx,FD_QVel_freejoint_x,FD_QVel_freejoint_y,FD_QVel_freejoint_z,FD_QVel_freejoint_rx,FD_QVel_freejoint_ry,FD_QVel_freejoint_rz,FD_QVel_lfemurr_x,FD_QVel_lfemurr_y,FD_QVel_lfemurr_z,FD_QVel_ltibiarx,FD_QVel_lfootrz,FD_QVel_lfootrx,FD_QVel_ltoesrx,FD_QVel_rfemurr_x,FD_QVel_rfemurr_y,FD_QVel_rfemurr_z,FD_QVel_rtibiarx,FD_QVel_rfootrz,FD_QVel_rfootrx,FD_QVel_rtoesrx,FD_QVel_lowerbackr_x,FD_QVel_lowerbackr_y,FD_QVel_lowerbackr_z,FD_QVel_upperbackrz,FD_QVel_upperbackry,FD_QVel_thoraxr_x,FD_QVel_thoraxr_y,FD_QVel_thoraxr_z,FD_QVel_lowerneckr_x,FD_QVel_lowerneckr_y,FD_QVel_lowerneckr_z,FD_QVel_upperneckr_x,FD_QVel_upperneckr_y,FD_QVel_upperneckr_z,FD_QVel_headr_x,FD_QVel_headr_y,FD_QVel_headr_z,FD_QVel_lclaviclerz,FD_QVel_lclaviclery,FD_QVel_lhumerusr_x,FD_QVel_lhumerusr_y,FD_QVel_lhumerusr_z,FD_QVel_lradiusrx,FD_QVel_rclaviclerz,FD_QVel_rclaviclery,FD_QVel_rhumerusr_x,FD_QVel_rhumerusr_y,FD_QVel_rhumerusr_z,FD_QVel_rradiusrx,Pupet_QPos_K_freejoint_x,Pupet_QPos_K_freejoint_y,Pupet_QPos_K_freejoint_z,Pupet_QPos_K_freejoint_rw,Pupet_QPos_K_freejoint_rx,Pupet_QPos_K_freejoint_ry,Pupet_QPos_K_freejoint_rz,Pupet_QPos_K_lfemurr_w,Pupet_QPos_K_lfemurr_x,Pupet_QPos_K_lfemurr_y,Pupet_QPos_K_lfemurr_z,Pupet_QPos_K_ltibiarx,Pupet_QPos_K_lfootrz,Pupet_QPos_K_lfootrx,Pupet_QPos_K_ltoesrx,Pupet_QPos_K_rfemurr_w,Pupet_QPos_K_rfemurr_x,Pupet_QPos_K_rfemurr_y,Pupet_QPos_K_rfemurr_z,Pupet_QPos_K_rtibiarx,Pupet_QPos_K_rfootrz,Pupet_QPos_K_rfootrx,Pupet_QPos_K_rtoesrx,Pupet_QPos_K_lowerbackr_w,Pupet_QPos_K_lowerbackr_x,Pupet_QPos_K_lowerbackr_y,Pupet_QPos_K_lowerbackr_z,Pupet_QPos_K_upperbackrz,Pupet_QPos_K_upperbackry,Pupet_QPos_K_thoraxr_w,Pupet_QPos_K_thoraxr_x,Pupet_QPos_K_thoraxr_y,Pupet_QPos_K_thoraxr_z,Pupet_QPos_K_lowerneckr_w,Pupet_QPos_K_lowerneckr_x,Pupet_QPos_K_lowerneckr_y,Pupet_QPos_K_lowerneckr_z,Pupet_QPos_K_upperneckr_w,Pupet_QPos_K_upperneckr_x,Pupet_QPos_K_upperneckr_y,Pupet_QPos_K_upperneckr_z,Pupet_QPos_K_headr_w,Pupet_QPos_K_headr_x,Pupet_QPos_K_headr_y,Pupet_QPos_K_headr_z,Pupet_QPos_K_lclaviclerz,Pupet_QPos_K_lclaviclery,Pupet_QPos_K_lhumerusr_w,Pupet_QPos_K_lhumerusr_x,Pupet_QPos_K_lhumerusr_y,Pupet_QPos_K_lhumerusr_z,Pupet_QPos_K_lradiusrx,Pupet_QPos_K_rclaviclerz,Pupet_QPos_K_rclaviclery,Pupet_QPos_K_rhumerusr_w,Pupet_QPos_K_rhumerusr_x,Pupet_QPos_K_rhumerusr_y,Pupet_QPos_K_rhumerusr_z,Pupet_QPos_K_rradiusrx,Pupet_QVel_K_freejoint_x,Pupet_QVel_K_freejoint_y,Pupet_QVel_K_freejoint_z,Pupet_QVel_K_freejoint_rx,Pupet_QVel_K_freejoint_ry,Pupet_QVel_K_freejoint_rz,Pupet_QVel_K_lfemurr_x,Pupet_QVel_K_lfemurr_y,Pupet_QVel_K_lfemurr_z,Pupet_QVel_K_ltibiarx,Pupet_QVel_K_lfootrz,Pupet_QVel_K_lfootrx,Pupet_QVel_K_ltoesrx,Pupet_QVel_K_rfemurr_x,Pupet_QVel_K_rfemurr_y,Pupet_QVel_K_rfemurr_z,Pupet_QVel_K_rtibiarx,Pupet_QVel_K_rfootrz,Pupet_QVel_K_rfootrx,Pupet_QVel_K_rtoesrx,Pupet_QVel_K_lowerbackr_x,Pupet_QVel_K_lowerbackr_y,Pupet_QVel_K_lowerbackr_z,Pupet_QVel_K_upperbackrz,Pupet_QVel_K_upperbackry,Pupet_QVel_K_thoraxr_x,Pupet_QVel_K_thoraxr_y,Pupet_QVel_K_thoraxr_z,Pupet_QVel_K_lowerneckr_x,Pupet_QVel_K_lowerneckr_y,Pupet_QVel_K_lowerneckr_z,Pupet_QVel_K_upperneckr_x,Pupet_QVel_K_upperneckr_y,Pupet_QVel_K_upperneckr_z,Pupet_QVel_K_headr_x,Pupet_QVel_K_headr_y,Pupet_QVel_K_headr_z,Pupet_QVel_K_lclaviclerz,Pupet_QVel_K_lclaviclery,Pupet_QVel_K_lhumerusr_x,Pupet_QVel_K_lhumerusr_y,Pupet_QVel_K_lhumerusr_z,Pupet_QVel_K_lradiusrx,Pupet_QVel_K_rclaviclerz,Pupet_QVel_K_rclaviclery,Pupet_QVel_K_rhumerusr_x,Pupet_QVel_K_rhumerusr_y,Pupet_QVel_K_rhumerusr_z,Pupet_QVel_K_rradiusrx
0,0,0,0,0.978,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-6.123235E-17,-6.123235E-17,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,-1.889389E-08,0,0,0,0,-1,0,-1.889389E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.953317E-09,-1.703292E-06,0.977985,-1,1.578362E-06,-9.06834E-10,-1.059704E-09,1,-0.000114022,-1.059386E-09,-2.168826E-09,0.0007098761,-4.211415E-10,-0.0004844972,-8.828412E-08,1,-0.000113989,-1.05898E-09,3.685008E-09,0.0007096889,1.440974E-09,-0.0004843726,-9.167258E-08,1,-1.609804E-07,-5.910201E-09,-5.860591E-08,1.204406E-07,1.540977E-09,1,-6.391109E-07,3.860273E-09,2.681964E-09,1,-4.984133E-07,6.110974E-09,3.120491E-08,1,-2.964944E-07,-6.929703E-09,-7.078641E-08,1,2.116182E-06,9.707425E-10,5.775132E-09,-3.693977E-06,-4.078611E-07,1,9.961826E-07,8.303942E-07,-1.523579E-06,-3.352801E-07,3.679052E-06,4.078135E-07,1,9.981152E-07,-8.311972E-07,1.526123E-06,-3.332985E-07,7.441645E-07,-0.0002129115,-0.001882987,-0.0003945904,2.267085E-07,2.64926E-07,-0.0285055,-2.648465E-07,-5.422066E-07,0.08873451,-5.264268E-08,-0.06056215,-1.103551E-05,-0.02849724,-2.647451E-07,9.212519E-07,0.08871111,1.801218E-07,-0.06054658,-1.145907E-05,-4.024509E-05,-1.47755E-06,-1.465148E-05,1.505507E-05,1.926221E-07,-0.0001597777,9.650682E-07,6.704911E-07,-0.0001246033,1.527743E-06,7.801227E-06,-7.412361E-05,-1.732426E-06,-1.76966E-05,0.0005290455,2.426856E-07,1.443783E-06,-0.0004617471,-5.098263E-05,0.0002490457,0.0002075985,-0.0003808947,-4.191002E-05,0.0004598814,5.097669E-05,0.0002495288,-0.0002077993,0.0003815306,-4.166231E-05
1,0.008,0.002230415,-0.03750465,0.9486822,-0.9999982,-0.000326402,0.0001288443,0.001873354,-0.9756975,0.2090102,-0.0454597,-0.04756586,1.029081,0.01387024,-0.2373181,-0.003401273,-0.9963259,0.07425627,-0.01559081,-0.03971986,0.2326562,-0.001034001,-0.3308235,-0.001191682,-1,0,-6.123235E-17,-6.123235E-17,0.001127036,0.0009045987,-0.9999953,-8.765701E-05,-0.002850302,0.001162674,-0.9999981,-0.001243679,0.0002448335,-0.001481735,-0.9999994,0.0009260805,-0.0002537284,0.0006653368,-1,0,0,0,0.1338343,-0.001220951,0.8585949,-0.145767,-0.175474,0.4591034,0.4741179,-0.1789031,0.02080116,-0.8285815,0.261955,-0.2288081,0.438725,0.4208076,0.2788019,-4.688081,-3.664724,0.08160054,-0.03221108,-0.4683386,-52.68001,11.4579,11.98874,128.6546,22.45616,-29.70661,-0.4251591,-18.58683,3.902483,9.942142,29.08205,4.408674,-41.35514,-0.1489602,0,0,0,-0.04764796,0.1515694,0.02191429,0.7125767,-0.2906688,0.3109199,-0.06120841,0.370434,-0.2315201,0.0634321,-0.1663342,0,0,0,-30.47885,-2.949357,-38.26287,-46.06077,120.5116,63.07504,29.51236,1.572605,-69.50774,60.71246,-116.4123,56.4898,0.0004113008,-0.006701897,0.9746211,-0.9999999,-0.0001530228,-0.0002580399,0.0003128853,0.9993001,-0.03586305,0.009071665,0.005551393,0.175022,-0.01041314,-0.04348021,0.003674193,0.9998952,-0.01260418,0.002964005,0.006475956,0.03997885,-0.00169557,-0.05613258,-0.0003470361,0.9999999,-0.0003833337,-4.45704E-06,-0.0003286648,-6.519137E-05,0.0002150086,0.9999998,0.000361608,0.0004783777,-0.0001986199,0.9999998,0.0005167899,-3.846204E-05,0.0003104384,1,-0.0002024782,3.678404E-05,-0.0001243475,1,-0.0001007658,1.171506E-06,2.765281E-06,-0.02368249,-0.001338747,0.9949377,-0.03396117,-0.01060424,0.09398528,0.0572199,0.02147565,0.0001757373,0.9942915,-0.05440902,0.02009317,-0.08955682,0.03110437,0.05141185,-0.8375242,-0.4204798,0.03865028,0.06450988,-0.07822148,-8.939351,2.268284,1.388429,21.78901,-1.301642,-5.374464,0.4592851,-3.122659,0.7408426,1.619128,4.908645,-0.2119465,-6.956026,-0.04336805,-0.09579318,-0.001112775,-0.08215156,-0.008163976,0.02687588,0.09056178,0.1195935,-0.04965558,0.1293221,-0.009617081,0.07760179,-0.05054542,0.009197747,-0.03106919,-0.02572049,0.0002926354,0.0006898759,-2.959849,-0.1672924,-8.504913,-2.65574,23.53643,7.15253,2.683997,0.02191618,-13.62846,5.033078,-22.43228,3.888088
2,0.016,0.00207866,-0.03784692,0.9493639,-0.9999876,-0.0002949843,0.0001738199,0.004981155,-0.9737452,0.217944,-0.0463046,-0.04665556,0.9981534,0.009786862,-0.2434921,-0.006802546,-0.9969938,0.06458496,-0.01544342,-0.03991982,0.2262719,-0.002209537,-0.3326176,-0.002384112,-1,0,-6.123235E-17,-6.123235E-17,0.002254808,0.001809269,-0.999981,-0.0001828503,-0.005700556,0.00232505,-0.9999924,-0.002487872,0.0004895888,-0.002963116,-0.9999973,0.001851727,-0.0005074557,0.001331001,-1,0,0,0,0.1351177,0.0004895133,0.8559547,-0.1562649,-0.1768781,0.4600405,0.4688006,-0.1745637,0.02393866,-0.8309652,0.2653588,-0.2195874,0.4368788,0.4585974,-0.01896941,-0.04278356,0.08521973,-0.007774515,-0.01097594,-0.7769596,-2.301608,0.07447879,-0.1414472,-3.844762,0.2526465,-0.8170394,-0.4251592,2.423624,0.06043271,0.008213928,-0.7977992,-0.2473482,-0.2262374,-0.1490538,0,0,0,-0.04774485,0.1515698,0.02379875,0.712569,-0.2906026,0.3110495,-0.06118878,0.3703468,-0.2314121,0.06343178,-0.1664165,0,0,0,0.4700354,0.5788676,-2.229581,-1.588008,0.09480274,-0.8151281,-0.3544964,0.4218481,-1.454732,-1.552157,1.442466,5.024981,0.0008137714,-0.01332678,0.9711443,-0.9999992,-0.0002386715,-0.0004012,0.00114613,0.9971127,-0.07283879,0.0179568,0.01176347,0.3427067,-0.0185601,-0.08612597,0.004965083,0.9996232,-0.02341216,0.005818758,0.01309396,0.07764581,-0.00247527,-0.1113621,-0.0008458971,0.9999996,-0.000694725,-7.926524E-06,-0.0005380902,-0.0001815069,0.0006291032,0.9999984,0.0008437941,0.001433617,-0.0006404041,0.9999992,0.0009525672,-0.0001204552,0.0008958597,0.9999998,-0.0005639773,0.000118171,-0.0003561518,1,-0.0001595671,1.555269E-06,7.401668E-06,-0.04731481,-0.002204907,0.9796796,-0.07064719,-0.02433682,0.1861302,0.1206566,0.0436624,0.001623982,0.9772708,-0.1110486,0.03856394,-0.1764169,0.07861868,0.05030882,-0.8281099,-0.4346044,0.02145477,0.03576488,-0.2083113,-9.261133,2.220863,1.551157,20.9606,-1.01837,-5.330721,0.1613612,-2.702927,0.7104794,1.6558,4.70837,-0.09746239,-6.903692,-0.06235763,-0.07784779,-0.0008728871,-0.05235634,-0.01453944,0.05176183,0.1205521,0.2387939,-0.1104748,0.1089437,-0.02045648,0.1463618,-0.09037519,0.02034725,-0.05795028,-0.01470034,9.586462E-05,0.001159089,-2.954041,-0.10827,-9.348991,-3.382349,23.29863,7.929593,2.773343,0.1810306,-14.31497,4.598939,-22.04725,5.939288
3,0.024,0.001912248,-0.03820009,0.9499684,-0.9999672,-0.0002721594,0.0002206669,0.008090144,-0.9717112,0.2268582,-0.0471413,-0.04572265,0.9672212,0.005700718,-0.2496553,-0.01020382,-0.9975682,0.05490758,-0.01529435,-0.04011172,0.2198867,-0.00338344,-0.3344147,-0.003576167,-1,0,-6.123235E-17,-6.123235E-17,0.003382083,0.002714532,-0.9999573,-0.0002850154,-0.008550905,0.003486977,-0.9999829,-0.00373239,0.00073429,-0.004444082,-0.9999939,0.002777126,-0.0007611809,0.001997232,-1,0,0,0,0.1363943,0.002200467,0.8532411,-0.1667245,-0.1782676,0.4608723,0.4634585,-0.1702226,0.0270761,-0.8332444,0.2687527,-0.2103414,0.4350087,0.4968755,-0.02080144,-0.04414655,0.07555633,-0.005627892,-0.01145479,-0.7772687,-2.301446,0.07242572,-0.1457794,-3.843949,0.2553636,-0.8158882,-0.4251592,2.423613,0.06030749,0.007144258,-0.7978976,-0.247004,-0.2266746,-0.1490069,0,0,0,-0.04762581,0.1515685,0.02554282,0.7126022,-0.2905057,0.3111334,-0.06117524,0.3702461,-0.2313508,0.06343105,-0.1665584,0,0,0,0.4700262,0.5790257,-2.221268,-1.587816,0.08185086,-0.8162315,-0.3545167,0.4218607,-1.461051,-1.551204,1.437157,5.041524,0.00113651,-0.01879158,0.9680154,-0.9999969,-0.0002622501,-0.0004150487,0.002445893,0.9939839,-0.1051449,0.0251844,0.0175001,0.4754704,-0.02217882,-0.1214098,0.003924112,0.999325,-0.03052249,0.008110352,0.0187654,0.1075758,-0.002163562,-0.1574809,-0.0014759,0.9999995,-0.0008465506,-9.920715E-06,-0.000610696,-0.000341257,0.001208081,0.9999944,0.001394824,0.002791995,-0.001225595,0.9999979,0.001230089,-0.0002457628,0.001645294,0.9999992,-0.001033298,0.0002370655,-0.0006746156,1,-0.0001705017,1.563838E-06,1.473879E-05,-0.07012799,-0.002732428,0.9596567,-0.1026658,-0.03903181,0.2588344,0.1785261,0.06566831,0.004105046,0.9551497,-0.1592402,0.0529026,-0.2439936,0.1363108,0.04034232,-0.6831,-0.3911037,0.006021173,0.003391625,-0.3249397,-8.116206,1.806616,1.426071,16.59546,-0.4523395,-4.410474,-0.1301214,-1.779432,0.563205,1.421394,3.741255,0.03896352,-5.76485,-0.07875036,-0.03795628,-0.0005063615,-0.0181515,-0.01996877,0.07237225,0.1377504,0.3395604,-0.1463874,0.06937514,-0.03121059,0.1873802,-0.1173315,0.02972674,-0.07961309,-0.002733636,1.869717E-06,0.001834277,-2.851647,-0.06594008,-8.446832,-3.519166,18.69529,7.233688,2.75074,0.310133,-12.38474,3.471467,-17.57458,7.211521
4,0.032,0.001731353,-0.03856212,0.9504941,-0.9999372,-0.0002581053,0.0002688467,0.01120009,-0.9695957,0.2357523,-0.04796985,-0.0447672,0.9362854,0.001612244,-0.255809,-0.01360546,-0.998049,0.04522498,-0.01514319,-0.04029525,0.2135014,-0.004556673,-0.3362146,-0.004768224,-1,0,-6.123235E-17,-6.123235E-17,0.004509798,0.003619867,-0.9999241,-0.000394334,-0.01140093,0.004648105,-0.9999696,-0.004977222,0.0009789466,-0.00592475,-0.9999891,0.003702087,-0.001015091,0.002664029,-1,0,0,0,0.1376635,0.003911798,0.8504561,-0.1771435,-0.1796424,0.4615988,0.4580922,-0.16588,0.03021392,-0.8354188,0.2721362,-0.2010712,0.4331143,0.5356176,-0.02261193,-0.04525389,0.06571411,-0.003437253,-0.01180621,-0.7775276,-2.301367,0.0703578,-0.1500975,-3.843073,0.2580959,-0.8148822,-0.4252054,2.423617,0.06008061,0.006001329,-0.7979132,-0.2464644,-0.2270882,-0.149007,0,0,0,-0.04767059,0.1515689,0.0273332,0.7125351,-0.2903298,0.3112153,-0.06116415,0.370176,-0.2312422,0.06347689,-0.166701,0,0,0,0.4700765,0.5791228,-2.212578,-1.587586,0.06883962,-0.8172184,-0.3544987,0.4219144,-1.467308,-1.550196,1.431895,5.053885,0.001374518,-0.02314176,0.965257,-0.9999914,-0.0002589412,-0.000349934,0.004126195,0.9904333,-0.1326116,0.03088403,0.02240903,0.5747229,-0.02153473,-0.1498488,0.001496782,0.9990907,-0.03421459,0.00988436,0.02343855,0.1301319,-0.001047021,-0.1947147,-0.002196197,0.9999995,-0.0008695562,-9.502967E-06,-0.0005964417,-0.0005373686,0.001918698,0.9999862,0.001976876,0.004478865,-0.001917047,0.9999957,0.001436235,-0.0004119666,0.002515494,0.9999981,-0.001583157,0.0003856297,-0.001062283,1,-0.0001516387,1.463107E-06,2.390507E-05,-0.09126915,-0.002998719,0.9393064,-0.1293736,-0.05327056,0.3132543,0.2277634,0.08647551,0.00716677,0.9329171,-0.1982286,0.06372818,-0.2937853,0.1990967,0.02975097,-0.5437732,-0.3447999,-0.0006126767,-0.01639025,-0.4200739,-6.925627,1.430017,1.212439,12.40656,0.08051121,-3.554877,-0.3034162,-0.9253473,0.4253422,1.174656,2.819513,0.1395676,-4.654229,-0.09003717,-0.005751424,9.790767E-05,0.003563717,-0.02451395,0.0888271,0.145481,0.4216582,-0.1730465,0.05152214,-0.04136819,0.2175888,-0.1374669,0.03714849,-0.09691126,0.004715741,-2.564281E-05,0.002291572,-2.642646,-0.03328638,-7.325494,-3.285541,14.2783,6.154658,2.600899,0.3827155,-10.20469,2.484944,-13.34073,7.84823
5,0.04,0.00155344,-0.03899429,0.9503915,-0.9999041,-0.0004736548,0.0004732372,0.01383223,-0.9680999,0.2419523,-0.0479591,-0.04406494,0.8964018,-0.002656339,-0.2594514,-0.01549373,-0.9984264,0.03650576,-0.01378062,-0.04027601,0.2102595,-0.008287049,-0.3413526,-0.005487652,-1,0,-6.123235E-17,-6.123235E-17,0.005338821,0.004678117,-0.9998886,-0.001163222,-0.01389074,0.005336192,-0.9999534,-0.005410037,0.001401285,-0.007881108,-0.9999825,0.004168701,-0.001562417,0.003889143,-1,0,0,0,0.1393639,0.004939025,0.8489614,-0.1864676,-0.182953,0.4593722,0.4588784,-0.1607105,0.03238311,-0.8375689,0.2669972,-0.194911,0.4349721,0.5578317,-0.02223917,-0.05402183,-0.01282245,0.0534908,-0.05153042,-0.6580848,-1.599344,-0.09544756,-0.07849977,-4.96328,0.3694064,-0.5090484,-0.2360333,2.193502,-0.2537928,-0.02620748,-0.404709,-0.2319556,-0.6492378,-0.08992843,0,0,0,-0.009453703,0.1371718,0.1931431,0.6216825,-0.1739963,0.1083676,-0.1073786,0.4886793,-0.1166048,0.1360087,-0.3066675,0,0,0,0.03402165,0.3263282,-1.566624,-1.945649,-0.5730826,0.08310009,-0.5490344,0.3036675,0.4591967,-2.077536,0.005558743,2.958637,0.001539814,-0.02661054,0.962772,-0.9999818,-0.0002877745,-0.0002177987,0.006031011,0.9868333,-0.1556067,0.03524971,0.0265342,0.6449881,-0.01743456,-0.1725997,-0.001384619,0.9989457,-0.0352629,0.01105563,0.02723859,0.1471678,0.001044554,-0.2251949,-0.002900779,0.9999995,-0.0008081833,-4.651162E-06,-0.0005352476,-0.0007116839,0.002714192,0.9999726,0.0026839,0.006365031,-0.002639739,0.9999922,0.00153363,-0.0006399683,0.003590336,0.9999963,-0.002122047,0.0006066239,-0.001599565,1,-0.0001197988,1.493862E-06,3.332874E-05,-0.1104524,-0.003201846,0.9207523,-0.1515959,-0.06693699,0.3532044,0.2697752,0.105008,0.01026994,0.9128088,-0.227977,0.07252254,-0.3309789,0.260614,0.0206621,-0.4335969,-0.3106257,0.007511829,-0.0331263,-0.4761989,-5.8211,1.100945,1.00888,8.783145,0.5125212,-2.843865,-0.3601752,-0.2656101,0.2665493,0.9574265,2.129476,0.2614468,-3.810015,-0.08807267,0.01534264,0.001208799,0.01529944,-0.02178941,0.09943669,0.1766655,0.4715321,-0.1808175,0.02431731,-0.05667586,0.2687835,-0.1347298,0.05531816,-0.1342851,0.007959979,7.141229E-06,0.002355931,-2.397904,-0.0253908,-6.359497,-3.009468,10.693,5.251477,2.316558,0.3878958,-7.9917,2.030696,-10.1943,7.689667
6,0.048,0.001373341,-0.03945149,0.950105,-0.9998655,-0.0007392355,0.0007089258,0.01636985,-0.9667069,0.2476087,-0.04778002,-0.04341466,0.8547158,-0.006955925,-0.2625799,-0.01707977,-0.9987262,0.02797719,-0.01217427,-0.04018998,0.207644,-0.01252692,-0.3471642,-0.006112703,-1,0,-6.123235E-17,-6.123235E-17,0.006107274,0.005767129,-0.9998474,-0.002066365,-0.01630818,0.005925943,-0.9999329,-0.005681023,0.001859009,-0.009932126,-0.9999737,0.004542229,-0.002168529,0.005226313,-1,0,0,0,0.141152,0.005829359,0.8476546,-0.1955449,-0.1866277,0.4565241,0.4608993,-0.1553794,0.03435814,-0.8396415,0.2601355,-0.1893439,0.4375853,0.576741,-0.02251228,-0.05715014,-0.03581494,0.06587863,-0.05953902,-0.634474,-1.45907,-0.1282875,-0.06338724,-5.188134,0.3927445,-0.4466105,-0.1982548,2.147428,-0.3169021,-0.03921391,-0.3263442,-0.2258917,-0.7345533,-0.07813151,0,0,0,-0.001720149,0.1342982,0.2269498,0.6034024,-0.1499098,0.0679542,-0.1166731,0.5122472,-0.09332243,0.1504985,-0.3347811,0,0,0,-0.05320504,0.275679,-1.435224,-2.01496,-0.6982771,0.2633103,-0.587864,0.2800321,0.8424177,-2.187315,-0.284559,2.540237,0.001643783,-0.02940196,0.9605389,-0.9999673,-0.0003646206,-3.932062E-05,0.008081999,0.9833748,-0.1748993,0.03857504,0.02993738,0.6917332,-0.01075108,-0.1910147,-0.004261432,0.9988848,-0.0342672,0.01168174,0.03030562,0.1600256,0.003999987,-0.2505126,-0.003563024,0.9999996,-0.0006956339,4.297632E-06,-0.0004551166,-0.0008496742,0.00356924,0.999953,0.003514848,0.008385375,-0.003367301,0.9999865,0.001552666,-0.0009295088,0.004874744,0.9999935,-0.00262472,0.0009045313,-0.002293488,1,-8.388073E-05,1.58881E-06,4.206517E-05,-0.1273765,-0.003327664,0.9046692,-0.1703551,-0.07979407,0.3823423,0.3056246,0.1207193,0.01324799,0.8955553,-0.2498355,0.07977688,-0.359442,0.3181597,0.01299612,-0.3489284,-0.2791408,0.01959299,-0.04464963,-0.5127429,-4.902442,0.8465096,0.8219374,5.84314,0.8354348,-2.301877,-0.3596016,0.2439144,0.1227111,0.7746364,1.607235,0.3694291,-3.164719,-0.08278069,0.02813627,0.002236068,0.0200344,-0.01724878,0.1068811,0.2075692,0.5051643,-0.181932,0.004706781,-0.07191014,0.3212127,-0.1256833,0.07464412,-0.1733995,0.008979503,2.317592E-05,0.002184123,-2.115514,-0.01572734,-5.576881,-2.677247,7.956149,4.481172,1.963913,0.3722564,-6.057379,1.782316,-7.908001,7.193203
